nodes,tasks,clients,xfersize,blocksize,write,read
3,51,17,4M,400M,3002,4497
3,54,18,4M,400M,3060,4571
3,57,19,4M,400M,3005,4572
3,60,20,4M,400M,3065,4573
3,63,21,4M,400M,2953,4690
3,66,22,4M,400M,2400,3178
3,69,23,4M,400M,1847,3342
3,72,24,4M,400M,2998,3821
3,75,25,4M,400M,3002,3330
3,78,26,4M,400M,3049,4087
3,81,27,4M,400M,3087,3334
3,84,28,4M,400M,2944,3080
3,87,29,4M,400M,3006,3402
3,90,30,4M,400M,2767,3180
3,93,31,4M,400M,3018,4217
3,96,32,4M,400M,3063,3861
3,99,33,4M,400M,3120,3934
3,102,34,4M,400M,3181,4602
3,105,35,4M,400M,2980,3802
3,108,36,4M,400M,3020,4181
3,111,37,4M,400M,1566,4450
3,114,38,4M,400M,1508,4504
3,117,39,4M,400M,1580,4530
3,120,40,4M,400M,1136,3866
3,123,41,4M,400M,3058,3520
3,126,42,4M,400M,2800,4279
3,129,43,4M,400M,2825,3917
3,132,44,4M,400M,1933,3531
3,135,45,4M,400M,2571,3683
3,138,46,4M,400M,2551,4352
3,141,47,4M,400M,2581,4820
3,144,48,4M,400M,1966,4438
3,3,1,64M,640M,940,600
3,6,2,64M,640M,1043,1052
3,9,3,64M,640M,1151,1119
3,12,4,64M,640M,2432,1953
3,15,5,64M,640M,2065,2159
3,18,6,64M,640M,1333,2169
3,21,7,64M,640M,2820,2906
3,24,8,64M,640M,2714,3002
3,27,9,64M,640M,2861,3192
3,30,10,64M,640M,2275,2219
3,33,11,64M,640M,2717,3313
3,36,12,64M,640M,1627,2791
3,39,13,64M,640M,1073,2862
3,42,14,64M,640M,1650,2923
3,45,15,64M,640M,2381,2720
3,48,16,64M,640M,1598,3346
3,51,17,64M,640M,2848,2772
3,54,18,64M,640M,2579,3047
3,57,19,64M,640M,2979,3559
3,60,20,64M,640M,2763,3361
3,63,21,64M,640M,2853,2946
3,66,22,64M,640M,2924,3355
3,69,23,64M,640M,2989,3811
3,72,24,64M,640M,2742,4204
3,75,25,64M,640M,3044,4032
3,78,26,64M,640M,3043,4014
3,81,27,64M,640M,2036,4094
3,84,28,64M,640M,1250,3839
3,87,29,64M,640M,2601,4109
3,90,30,64M,640M,1211,3787
3,93,31,64M,640M,1863,3289
3,96,32,64M,640M,1937,3490
3,99,33,64M,640M,2871,3447
3,102,34,64M,640M,2953,4259
3,105,35,64M,640M,2262,3957
3,108,36,64M,640M,3016,4058
3,111,37,64M,640M,1378,4479
3,114,38,64M,640M,1797,4525
3,117,39,64M,640M,810,4013
3,120,40,64M,640M,2919,3280
3,123,41,64M,640M,1374,4074
3,126,42,64M,640M,2987,3855
3,129,43,64M,640M,1845,4120
3,132,44,64M,640M,2840,4603
3,135,45,64M,640M,1010,4348
3,138,46,64M,640M,1331,4000
3,141,47,64M,640M,1151,4309
3,144,48,64M,640M,1679,3457
3,3,1,128M,128M,870,682
3,6,2,128M,128M,1538,1125
3,9,3,128M,128M,2204,1533
3,12,4,128M,128M,2746,1805
3,15,5,128M,128M,2842,2260
3,18,6,128M,128M,2907,2384
3,21,7,128M,128M,3003,2780
3,24,8,128M,128M,3064,3058
3,27,9,128M,128M,2868,3382
3,30,10,128M,128M,3158,3370
3,33,11,128M,128M,2912,3531
3,36,12,128M,128M,2979,3775
3,39,13,128M,128M,3003,4049
3,42,14,128M,128M,3035,4150
3,45,15,128M,128M,2992,3512
3,48,16,128M,128M,1783,3520
3,51,17,128M,128M,1171,3201
3,54,18,128M,128M,3027,3115
3,57,19,128M,128M,3090,4089
3,60,20,128M,128M,564,3208
3,63,21,128M,128M,2968,4371
3,66,22,128M,128M,3037,4623
3,69,23,128M,128M,2912,4231
3,72,24,128M,128M,1369,3730
3,75,25,128M,128M,3030,3633
3,78,26,128M,128M,1318,3721
3,81,27,128M,128M,2369,4074
3,84,28,128M,128M,2114,3853
3,87,29,128M,128M,2495,3490
3,90,30,128M,128M,3072,3899
3,93,31,128M,128M,3100,4047
3,96,32,128M,128M,3114,4987
3,99,33,128M,128M,3130,4097
3,102,34,128M,128M,1253,3988
3,105,35,128M,128M,1714,3611
3,108,36,128M,128M,2273,3840
3,111,37,128M,128M,3078,4123
3,114,38,128M,128M,3000,4749
3,117,39,128M,128M,3089,4496
3,120,40,128M,128M,1625,4017
3,123,41,128M,128M,707,3685
3,126,42,128M,128M,2990,3768
3,129,43,128M,128M,3029,3435
3,132,44,128M,128M,3072,3142
3,135,45,128M,128M,2939,3727
3,138,46,128M,128M,2774,4679
3,141,47,128M,128M,2424,3094
3,144,48,128M,128M,2863,3447
